id,text,language,hate_type,target_group,severity,confidence,source_dataset
105,ভারতের ট্রেন দুরঘটনায় সমবেদনা আর বারমার হাজার হাজার মুসলমানদের হত্যা আর অত্যাচার করা হচ্ছে তাদের জন্য কোন সমবেদনা নেই কি মুসলমান হিসেবে,bangla,5,-1,1,1.0,bengali_hate_v1
106,কোথায় এখন হাওয়া ভবন   মাজা ভাঙা তারেক জিয়া এখন লন্ডনে বসে বসে বাংলাদেশের বিরুদ্ধে নতুন নতুন চক্রান্ত করছে  ,bangla,1,-1,1,1.0,bengali_hate_v1
107,আপনাদের মত মেয়ে দের জুতা মারা দরকার ,bangla,3,-1,1,1.0,bengali_hate_v1
108,কমিশন সচিবের কথা শুনলে মনে হয়  তিনিই প্রধান নির্বাচন কর্মকর্তা   ,bangla,1,-1,1,1.0,bengali_hate_v1
109,পাছায় বারি খাওয়ার পর শোওফিকের তামাশা করতে ভাল লাগে   ,bangla,4,-1,1,1.0,bengali_hate_v1
110,আমরা চাইনা ভারত আমাদের কিচুনিয়ে নাকগলাক,bangla,5,-1,1,1.0,bengali_hate_v1
111,তুই একটা মাগির পোলা ,bangla,3,-1,3,1.0,bengali_hate_v1
112, সীমান্ত না খুলে দিলে তাদের মেরে ফেলবে  এদেশে আশ্রয় দেওয়া মানে এদেশের স্থায়ী বসবাস করতে দেওয়া নয়  তাদের শরণার্থী শিবিরে রাখা হবে  পরিস্থিতি শান্ত হলে কোন স্থায়ী চুক্তির মাধ্যমে আবার তাদের ফেরত পাঠানো হবে  এখন তারা নিরুপায়  বাংলাদেশই তাদের একমাত্র ভরসা  সুতরাং বাংলাদেশের দায়িত্ব তাদের আশ্রয় দেওয়া  ,bangla,1,-1,3,1.0,bengali_hate_v1
113,টোর ভোদাতে সিল মারবো ,bangla,3,-1,1,1.0,bengali_hate_v1
114,মালু গো চুদা মুদির জারজ সন্তান তোর দিদিরে কিন্তু চুইদ্দা মাইরা পালামু খানকির পোলা,bangla,3,-1,3,1.0,bengali_hate_v1
115, সত্য কথা বলেন না ফাসি হবে  ,bangla,4,-1,1,1.0,bengali_hate_v1
116,ভারত সরকার হিন্দু হলেও মুসলিমদের জন্য একটা ভালো কাজ করেছে গুড বেরি গুড ,bangla,5,-1,1,1.0,bengali_hate_v1
117,মাদারচুদ তরে দেখলেই মেজাজ খারাপ হয়ে যায়,bangla,4,-1,2,1.0,bengali_hate_v1
118,ভারত ভাগ না হওয়া ব্যতীত সুখ,bangla,5,-1,1,1.0,bengali_hate_v1
119,দেশে তোলাবাজী অবৈধ জায়গা দখল যারা করে হাজার হাজার কোটি টাকা বানিয়েছে তাদের মাথা খারাপ হচ্ছে সাধারন মানুষের এতে কোন সমস্যা হচ্ছে না ভারতের অনেক ত্যাগী নেতারা দেশের জন্য দেশের কল্যানের জন্য দীর্ঘদিন অনশন করতে পারে তাহলে কেন সাধারন মানুষ সাময়িক দুর্ভোগ সামাল দিতে পারবে না মোদীজির সিদ্ধান্তে ভারতের মানুষের সমর্থন আছে বলে আমার বিশ্বাস ,bangla,5,-1,2,1.0,bengali_hate_v1
120,শুধু রাজনীতি নয় সব কিছু এখন মিডিয়ার মাধম্যে চলছে এই যে কিছুক্ষন আগে মালাউনদের লাত্তি খাইলেন সে খবর আছে  ক্ষমতা যাক দেখবেন এদেশ থাকতেও হয়ত পারবেন না,bangla,2,-1,1,1.0,bengali_hate_v1
121,ভারত হল বাংলাদেশের শোষক ও এক নম্বর শত্রু ,bangla,5,-1,1,1.0,bengali_hate_v1
122,শয়তানের বাচ্চা মরিস না কেন ,bangla,4,-1,1,1.0,bengali_hate_v1
123, দাদা আপনার কথা ভালো লাগলো এটাই মানুষের পরিচয় মানুষ মানুষই সে হিনদু হোক আর মুসলিম হোক কিছুদিন আগে একটি হিনদু মেয়েকে রেফ করেছিলো মেয়েটির নাম পুজা এতে কিনতু আমরা মুসলমানেরা ওই সাইফুলের ফাসির দাবি জানিয়েছিলাম ,bangla,4,-1,1,1.0,bengali_hate_v1
124, ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত   ,bangla,4,-1,1,1.0,bengali_hate_v1
125,জাকের নায়েকর কাচে কি কন মরন অস্ত্র আচেনাকি ওনাকে ভারত এত ভয় পাই কেন,bangla,5,-1,1,1.0,bengali_hate_v1
126,হাঃ হাঃ হাঃ সব মুসলমান তোর মতো গাধা হয়ে জাবে তাই ভাবছিস বুঝি || নাস্তিক থেকে কুকুর ভালো ,bangla,2,-1,2,1.0,bengali_hate_v1
127,মানুষ রাস্তায় হাগু করলে যেমন কুত্তা গুলা দৌড়ায় আসে সেগুলা খাওয়ার জন্য ঠিক তেমনি এ পত্রিকায় মুসলমানদের কোন কমেন্ট দেখলে বেজন্মা মালাউন গুলো কুত্তার হাগু খাওয়ার মত করে ঝাপিয়ে পড়ে ,bangla,2,-1,3,1.0,bengali_hate_v1
